Sentence_ID,Words,ner_tags,Labels
32,cow,4,cow
32,is,0,O
32,resting,0,O
32,under,0,O
32,the,0,O
32,tree,0,O
33,This,0,O
33,cow,4,cow
33,is,0,O
33,very,0,O
33,big,0,O
34,There,0,O
34,is,0,O
34,a,0,O
34,cow,4,cow
34,in,0,O
34,the,0,O
34,pasture,0,O
35,The,0,O
35,cow,4,cow
35,is,0,O
35,drinking,0,O
35,from,0,O
35,the,0,O
35,pond,0,O
36,A,0,O
36,cow,4,cow
36,is,0,O
36,walking,0,O
36,along,0,O
36,the,0,O
36,road,0,O
37,Look,0,O
37,at,0,O
37,that,0,O
37,cow,4,cow
38,The,0,O
38,cow,4,cow
38,is,0,O
38,with,0,O
38,its,0,O
38,calf,0,O
39,A,0,O
39,cow,4,cow
39,is,0,O
39,lying,0,O
39,in,0,O
39,the,0,O
39,field,0,O
40,The,0,O
40,dog,5,dog
40,is,0,O
40,barking,0,O
40,at,0,O
40,the,0,O
40,door,0,O
41,I,0,O
41,see,0,O
41,a,0,O
41,dog,5,dog
41,playing,0,O
41,with,0,O
41,a,0,O
41,stick,0,O
42,The,0,O
42,dog,5,dog
42,is,0,O
42,chasing,0,O
42,after,0,O
42,the,0,O
42,ball,0,O
43,A,0,O
43,dog,5,dog
43,is,0,O
43,running,0,O
43,in,0,O
43,the,0,O
43,park,0,O
44,The,0,O
44,dog,5,dog
44,is,0,O
44,sleeping,0,O
44,on,0,O
44,the,0,O
44,mat,0,O
45,This,0,O
45,dog,5,dog
45,is,0,O
45,very,0,O
45,friendly,0,O
46,A,0,O
46,dog,5,dog
46,is,0,O
46,wagging,0,O
46,its,0,O
46,tail,0,O
47,The,0,O
47,dog,5,dog
47,is,0,O
47,playing,0,O
47,with,0,O
47,a,0,O
47,child,0,O
48,A,0,O
48,dog,5,dog
48,is,0,O
48,guarding,0,O
48,the,0,O
48,house,0,O
49,Look,0,O
49,at,0,O
49,that,0,O
49,dog,5,dog
50,An,0,O
50,elephant,6,elephant
50,is,0,O
50,walking,0,O
50,in,0,O
50,the,0,O
50,forest,0,O
51,The,0,O
51,elephant,6,elephant
51,has,0,O
51,large,0,O
51,ears,0,O
52,I,0,O
52,see,0,O
52,an,0,O
52,elephant,6,elephant
52,near,0,O
52,the,0,O
52,river,0,O
53,The,0,O
53,elephant,6,elephant
53,is,0,O
53,spraying,0,O
53,water,0,O
54,A,0,O
54,baby,0,O
54,elephant,6,elephant
54,is,0,O
54,walking,0,O
54,behind,0,O
54,its,0,O
54,mother,0,O
55,Look,0,O
55,at,0,O
55,the,0,O
55,elephant's,6,elephant
55,trunk,0,O
56,The,0,O
56,elephant,6,elephant
56,is,0,O
56,eating,0,O
56,leaves,0,O
57,An,0,O
57,elephant,6,elephant
57,is,0,O
57,bathing,0,O
57,in,0,O
57,the,0,O
57,water,0,O
58,The,0,O
58,elephant,6,elephant
58,is,0,O
58,walking,0,O
58,through,0,O
58,the,0,O
58,grass,0,O
59,There,0,O
59,is,0,O
59,an,0,O
59,elephant,6,elephant
59,in,0,O
59,the,0,O
59,zoo,0,O
60,The,0,O
60,horse,7,horse
60,is,0,O
60,galloping,0,O
60,on,0,O
60,the,0,O
60,field,0,O
61,I,0,O
61,see,0,O
61,a,0,O
61,horse,7,horse
61,running,0,O
61,with,0,O
61,its,0,O
61,mane,0,O
61,flowing,0,O
62,This,0,O
62,horse,7,horse
62,is,0,O
62,very,0,O
62,fast,0,O
63,The,0,O
63,horse,7,horse
63,is,0,O
63,pulling,0,O
63,a,0,O
63,cart,0,O
64,Look,0,O
64,at,0,O
64,the,0,O
64,horse,7,horse
64,jumping,0,O
64,over,0,O
64,the,0,O
64,hurdle,0,O
65,A,0,O
65,horse,7,horse
65,is,0,O
65,standing,0,O
65,in,0,O
65,the,0,O
65,stable,0,O
66,The,0,O
66,horse,7,horse
66,is,0,O
66,trotting,0,O
66,in,0,O
66,the,0,O
66,arena,0,O
67,The,0,O
67,horse,7,horse
67,is,0,O
67,grazing,0,O
67,on,0,O
67,the,0,O
67,pasture,0,O
68,A,0,O
68,beautiful,0,O
68,horse,7,horse
68,is,7,horse
68,in,0,O
68,the,0,O
68,picture,0,O
69,The,0,O
69,horse,7,horse
69,is,0,O
69,being,0,O
69,trained,0,O
70,The,0,O
70,sheep,8,sheep
70,is,0,O
70,lying,0,O
70,down,0,O
70,in,0,O
70,the,0,O
70,grass,0,O
71,I,0,O
71,see,0,O
71,a,0,O
71,sheep,8,sheep
71,with,0,O
71,its,0,O
71,wool,0,O
72,There,0,O
72,is,0,O
72,a,0,O
72,sheep,8,sheep
72,in,0,O
72,the,0,O
72,field,0,O
73,A,0,O
73,sheep,8,sheep
73,is,0,O
73,eating,0,O
73,grass,0,O
74,The,0,O
74,sheep,8,sheep
74,is,0,O
74,walking,0,O
74,near,0,O
74,the,0,O
74,fence,0,O
75,Look,0,O
75,at,0,O
75,the,0,O
75,fluffy,0,O
75,sheep,8,sheep
76,The,0,O
76,sheep,8,sheep
76,is,0,O
76,in,0,O
76,the,0,O
76,meadow,0,O
77,A,0,O
77,group,0,O
77,of,0,O
77,sheep,8,sheep
77,is,0,O
77,grazing,0,O
77,together,0,O
78,The,0,O
78,sheep,8,sheep
78,is,0,O
78,being,0,O
78,sheared,0,O
79,A,0,O
79,sheep,8,sheep
79,is,0,O
79,standing,0,O
79,by,0,O
79,the,0,O
79,barn,0,O
80,I,0,O
80,see,0,O
80,a,0,O
80,spider,9,spider
80,spinning,0,O
80,a,0,O
80,web,0,O
81,The,0,O
81,spider,9,spider
81,is,0,O
81,crawling,0,O
81,on,0,O
81,the,0,O
81,wall,0,O
82,A,0,O
82,spider,9,spider
82,is,0,O
82,hiding,0,O
82,in,0,O
82,the,0,O
82,corner,0,O
83,There,0,O
83,is,0,O
83,a,0,O
83,spider,9,spider
83,in,0,O
83,the,0,O
83,garden,0,O
84,The,0,O
84,spider,9,spider
84,has,0,O
84,long,0,O
84,legs,0,O
85,Look,0,O
85,at,0,O
85,the,0,O
85,spider's,9,spider
85,web,0,O
86,A,0,O
86,spider,9,spider
86,is,0,O
86,sitting,0,O
86,on,0,O
86,the,0,O
86,window,0,O
87,This,0,O
87,spider,9,spider
87,is,0,O
87,very,0,O
87,small,0,O
88,A,0,O
88,spider,9,spider
88,is,0,O
88,climbing,0,O
88,up,0,O
88,the,0,O
88,tree,0,O
89,I,0,O
89,see,0,O
89,a,0,O
89,spider,9,spider
89,under,0,O
89,the,0,O
89,table,0,O
90,The,0,O
90,squirrel,10,squirrel
90,is,0,O
90,climbing,0,O
90,a,0,O
90,tree,0,O
91,Look,0,O
91,at,0,O
91,the,0,O
91,squirrel,10,squirrel
91,gathering,0,O
91,acorns,0,O
92,A,0,O
92,squirrel,10,squirrel
92,is,0,O
92,jumping,0,O
92,from,0,O
92,branch,0,O
92,to,0,O
92,branch,0,O
93,I,0,O
93,see,0,O
93,a,0,O
93,squirrel,10,squirrel
93,running,0,O
93,on,0,O
93,the,0,O
93,ground,0,O
94,The,0,O
94,squirrel,10,squirrel
94,is,0,O
94,hiding,0,O
94,in,0,O
94,the,0,O
94,leaves,0,O
95,A,0,O
95,squirrel,10,squirrel
95,is,0,O
95,playing,0,O
95,in,0,O
95,the,0,O
95,park,0,O
96,The,0,O
96,squirrel,10,squirrel
96,is,0,O
96,nibbling,0,O
96,on,0,O
96,a,0,O
96,nut,0,O
97,This,0,O
97,squirrel,10,squirrel
97,is,0,O
97,very,0,O
97,fast,0,O
98,A,0,O
98,squirrel,10,squirrel
98,is,0,O
98,sitting,0,O
98,on,0,O
98,a,0,O
98,fence,0,O
99,Look,0,O
99,at,0,O
99,the,0,O
99,little,0,O
99,squirrel,10,squirrel
100,A,0,O
100,butterfly,1,butterfly
100,lands,0,O
100,on,0,O
100,a,0,O
100,flower,0,O
101,Many,0,O
101,butterflies,1,butterfly
101,flutter,0,O
101,gracefully,0,O
102,The,0,O
102,vibrant,0,O
102,butterfly,1,butterfly
102,soared,0,O
102,above,0,O
102,the,0,O
102,garden,0,O
103,A,0,O
103,delicate,0,O
103,butterfly,1,butterfly
103,rested,0,O
103,on,0,O
103,a,0,O
103,leaf,0,O
104,Bright,0,O
104,butterflies,1,butterfly
104,decorate,0,O
104,the,0,O
104,summer,0,O
104,sky,0,O
105,A,0,O
105,small,0,O
105,butterfly,1,butterfly
105,flutters,0,O
105,near,0,O
105,the,0,O
105,pond,0,O
106,Beautiful,0,O
106,butterflies,1,butterfly
106,are,0,O
106,admired,0,O
106,by,0,O
106,children,0,O
107,A,0,O
107,rare,0,O
107,butterfly,1,butterfly
107,was,0,O
107,spotted,0,O
107,in,0,O
107,the,0,O
107,wild,0,O
108,The,0,O
108,butterfly,1,butterfly
108,gently,0,O
108,landed,0,O
108,on,0,O
108,the,0,O
108,water,0,O
108,surface,0,O
109,Colorful,0,O
109,butterflies,1,butterfly
109,can,0,O
109,brighten,0,O
109,any,0,O
109,day,0,O
110,A,0,O
110,cat,2,cat
110,sleeps,0,O
110,on,0,O
110,the,0,O
110,sunny,0,O
110,window,0,O
110,sill,0,O
111,Two,0,O
111,cats,2,cat
111,chased,0,O
111,a,0,O
111,small,0,O
111,mouse,0,O
112,The,0,O
112,playful,0,O
112,cat,2,cat
112,jumped,0,O
112,over,0,O
112,the,0,O
112,fence,0,O
113,Lazy,0,O
113,cats,2,cat
113,lounge,0,O
113,in,0,O
113,the,0,O
113,afternoon,0,O
113,sun,0,O
114,A,0,O
114,stray,0,O
114,cat,2,cat
114,wandered,0,O
114,through,0,O
114,the,0,O
114,busy,0,O
114,street,0,O
115,The,0,O
115,cat's,2,cat
115,eyes,0,O
115,glowed,0,O
115,in,0,O
115,the,0,O
115,dark,0,O
116,A,0,O
116,sleek,0,O
116,cat,2,cat
116,prowls,0,O
116,silently,0,O
116,at,0,O
116,night,0,O
117,Adorable,0,O
117,cats,2,cat
117,were,0,O
117,rescued,0,O
117,from,0,O
117,the,0,O
117,shelter,0,O
118,The,0,O
118,black,0,O
118,cat,2,cat
118,crossed,0,O
118,the,0,O
118,narrow,0,O
118,alley,0,O
119,Small,0,O
119,kittens,2,cat
119,and,0,O
119,cats,2,cat
119,played,0,O
119,in,0,O
119,the,0,O
119,yard,0,O
120,A,0,O
120,chicken,3,chicken
120,pecks,0,O
120,at,0,O
120,scattered,0,O
120,grains,0,O
121,Several,0,O
121,chickens,3,chicken
121,roost,0,O
121,in,0,O
121,the,0,O
121,barn,0,O
122,The,0,O
122,chicken,3,chicken
122,clucked,0,O
122,loudly,0,O
122,at,0,O
122,dawn,0,O
123,Young,0,O
123,chickens,3,chicken
123,follow,0,O
123,their,0,O
123,mother,0,O
124,A,0,O
124,free-range,0,O
124,chicken,3,chicken
124,wandered,0,O
124,in,0,O
124,the,0,O
124,yard,0,O
125,The,0,O
125,farm's,0,O
125,chickens,3,chicken
125,are,0,O
125,lively,0,O
125,and,0,O
125,energetic,0,O
126,A,0,O
126,red,0,O
126,chicken,3,chicken
126,strutted,0,O
126,across,0,O
126,the,0,O
126,field,0,O
127,chickens,3,chicken
127,peck,0,O
127,and,0,O
127,scratch,0,O
127,on,0,O
127,the,0,O
127,ground,0,O
128,The,0,O
128,noisy,0,O
128,chicken,3,chicken
128,startled,0,O
128,the,0,O
128,flock,0,O
129,Tiny,0,O
129,chickens,3,chicken
129,emerged,0,O
129,from,0,O
129,their,0,O
129,eggs,0,O
130,A,0,O
130,cow,4,cow
130,grazes,0,O
130,peacefully,0,O
130,in,0,O
130,the,0,O
130,meadow,0,O
131,Several,0,O
131,cows,4,cow
131,were,0,O
131,seen,0,O
131,near,0,O
131,the,0,O
131,barn,0,O
132,The,0,O
132,dairy,0,O
132,cow,4,cow
132,produces,0,O
132,fresh,0,O
132,milk,0,O
133,Cows,4,cow
133,roam,0,O
133,freely,0,O
133,across,0,O
133,the,0,O
133,green,0,O
133,fields,0,O
134,A,0,O
134,spotted,0,O
134,cow,4,cow
134,stands,0,O
134,near,0,O
134,the,0,O
134,fence,0,O
135,Old,0,O
135,cows,4,cow
135,are,0,O
135,often,0,O
135,seen,0,O
135,in,0,O
135,the,0,O
135,pasture,0,O
136,The,0,O
136,cow,4,cow
136,mooed,0,O
136,loudly,0,O
136,at,0,O
136,sunrise,0,O
137,A,0,O
137,hungry,0,O
137,cow,4,cow
137,approached,0,O
137,the,0,O
137,farmer,0,O
138,Cows,4,cow
138,and,0,O
138,calves,4,cow
138,wandered,0,O
138,in,0,O
138,the,0,O
138,field,0,O
139,The,0,O
139,brown,0,O
139,cow,4,cow
139,chewed,0,O
139,on,0,O
139,fresh,0,O
139,hay,0,O
140,A,0,O
140,dog,5,dog
140,runs,0,O
140,happily,0,O
140,in,0,O
140,the,0,O
140,park,0,O
141,Many,0,O
141,dogs,5,dog
141,bark,0,O
141,at,0,O
141,passing,0,O
141,cars,0,O
142,The,0,O
142,playful,0,O
142,dog,5,dog
142,chased,0,O
142,a,0,O
142,ball,0,O
143,A,0,O
143,stray,0,O
143,dog,5,dog
143,wandered,0,O
143,along,0,O
143,the,0,O
143,street,0,O
144,dogs,5,dog
144,of,0,O
144,all,0,O
144,sizes,0,O
144,gathered,0,O
144,in,0,O
144,the,0,O
144,yard,0,O
145,The,0,O
145,dog,5,dog
145,barked,0,O
145,at,0,O
145,a,0,O
145,passing,0,O
145,cyclist,0,O
146,Friendly,0,O
146,dogs,5,dog
146,often,0,O
146,make,0,O
146,great,0,O
146,companions,0,O
147,The,0,O
147,brown,0,O
147,dog,5,dog
147,slept,0,O
147,under,0,O
147,a,0,O
147,tree,0,O
148,A,0,O
148,rescued,0,O
148,dog,5,dog
148,found,0,O
148,a,0,O
148,loving,0,O
148,home,0,O
149,dogs,5,dog
149,are,0,O
149,known,0,O
149,for,0,O
149,their,0,O
149,loyalty,0,O
150,An,0,O
150,elephant,6,elephant
150,trumpets,0,O
150,in,0,O
150,the,0,O
150,wild,0,O
151,Large,0,O
151,elephants,6,elephant
151,roam,0,O
151,across,0,O
151,the,0,O
151,savannah,0,O
152,The,0,O
152,gentle,0,O
152,elephant,6,elephant
152,wandered,0,O
152,near,0,O
152,a,0,O
152,river,0,O
153,A,0,O
153,herd,0,O
153,of,0,O
153,elephants,6,elephant
153,crossed,0,O
153,the,0,O
153,road,0,O
154,The,0,O
154,baby,0,O
154,elephant,6,elephant
154,played,0,O
154,with,0,O
154,water,0,O
155,An,0,O
155,old,0,O
155,elephant,6,elephant
155,stood,0,O
155,silently,0,O
156,elephants,6,elephant
156,can,0,O
156,be,0,O
156,very,0,O
156,majestic,0,O
157,The,0,O
157,elephant,6,elephant
157,sprayed,0,O
157,water,0,O
157,from,0,O
157,its,0,O
157,trunk,0,O
158,A,0,O
158,family,0,O
158,of,0,O
158,elephants,6,elephant
158,roamed,0,O
158,freely,0,O
159,The,0,O
159,wise,0,O
159,elephant,6,elephant
159,guided,0,O
159,its,0,O
159,herd,0,O
160,A,0,O
160,horse,7,horse
160,gallops,0,O
160,across,0,O
160,the,0,O
160,open,0,O
160,field,0,O
161,horses,7,horse
161,run,0,O
161,swiftly,0,O
161,on,0,O
161,the,0,O
161,track,0,O
162,The,0,O
162,brown,0,O
162,horse,7,horse
162,neighed,0,O
162,loudly,0,O
163,A,0,O
163,wild,0,O
163,horse,7,horse
163,roams,0,O
163,the,0,O
163,desert,0,O
164,The,0,O
164,horses,7,horse
164,raced,0,O
164,around,0,O
164,the,0,O
164,circle,0,O
165,A,0,O
165,strong,0,O
165,horse,7,horse
165,pulled,0,O
165,the,0,O
165,heavy,0,O
165,cart,0,O
166,Elegant,0,O
166,horses,7,horse
166,pranced,0,O
166,in,0,O
166,the,0,O
166,field,0,O
167,The,0,O
167,racing,0,O
167,horse,7,horse
167,broke,0,O
167,the,0,O
167,record,0,O
168,A,0,O
168,friendly,0,O
168,horse,7,horse
168,grazed,0,O
168,near,0,O
168,the,0,O
168,barn,0,O
169,horses,7,horse
169,are,0,O
169,admired,0,O
169,for,0,O
169,their,0,O
169,beauty,0,O
170,A,0,O
170,sheep,8,sheep
170,grazes,0,O
170,on,0,O
170,the,0,O
170,hillside,0,O
171,Many,0,O
171,sheep,8,sheep
171,were,0,O
171,herded,0,O
171,by,0,O
171,the,0,O
171,farmer,0,O
172,The,0,O
172,woolly,0,O
172,sheep,8,sheep
172,stood,0,O
172,in,0,O
172,the,0,O
172,field,0,O
173,A,0,O
173,flock,0,O
173,of,0,O
173,sheep,8,sheep
173,wandered,0,O
173,nearby,0,O
174,The,0,O
174,sheep,8,sheep
174,bleated,0,O
174,softly,0,O
174,in,0,O
174,the,0,O
174,morning,0,O
175,Old,0,O
175,sheep,8,sheep
175,are,0,O
175,often,0,O
175,calm,0,O
175,and,0,O
175,gentle,0,O
176,The,0,O
176,white,0,O
176,sheep,8,sheep
176,stood,0,O
176,under,0,O
176,a,0,O
176,tree,0,O
177,sheep,8,sheep
177,wander,0,O
177,across,0,O
177,the,0,O
177,green,0,O
177,pasture,0,O
178,A,0,O
178,curious,0,O
178,sheep,8,sheep
178,eyed,0,O
178,the,0,O
178,visitor,0,O
179,The,0,O
179,sheep,8,sheep
179,huddle,0,O
179,together,0,O
179,during,0,O
179,storms,0,O
180,A,0,O
180,spider,9,spider
180,weaves,0,O
180,a,0,O
180,delicate,0,O
180,web,0,O
181,Many,0,O
181,spiders,9,spider
181,lurk,0,O
181,in,0,O
181,dark,0,O
181,corners,0,O
182,The,0,O
182,black,0,O
182,spider,9,spider
182,scurried,0,O
182,away,0,O
182,quickly,0,O
183,A,0,O
183,tiny,0,O
183,spider,9,spider
183,hid,0,O
183,beneath,0,O
183,the,0,O
183,leaf,0,O
184,spiders,9,spider
184,spin,0,O
184,intricate,0,O
184,webs,0,O
184,overnight,0,O
185,The,0,O
185,red,0,O
185,spider,9,spider
185,clung,0,O
185,to,0,O
185,the,0,O
185,wall,0,O
186,A,0,O
186,large,0,O
186,spider,9,spider
186,roamed,0,O
186,the,0,O
186,garden,0,O
187,Curious,0,O
187,spiders,9,spider
187,often,0,O
187,appear,0,O
187,after,0,O
187,rain,0,O
188,The,0,O
188,spider,9,spider
188,dropped,0,O
188,silently,0,O
188,from,0,O
188,its,0,O
188,web,0,O
189,Small,0,O
189,spiders,9,spider
189,can,0,O
189,be,0,O
189,found,0,O
189,in,0,O
189,old,0,O
189,attics,0,O
190,A,0,O
190,squirrel,10,squirrel
190,scampers,0,O
190,along,0,O
190,the,0,O
190,fence,0,O
191,Many,0,O
191,squirrels,10,squirrel
191,gather,0,O
191,nuts,0,O
191,in,0,O
191,autumn,0,O
192,The,0,O
192,nimble,0,O
192,squirrel,10,squirrel
192,leapt,0,O
192,from,0,O
192,branch,0,O
192,to,0,O
192,branch,0,O
193,A,0,O
193,hungry,0,O
193,squirrel,10,squirrel
193,searched,0,O
193,for,0,O
193,food,0,O
194,squirrels,10,squirrel
194,playfully,0,O
194,chased,0,O
194,each,0,O
194,other,0,O
195,The,0,O
195,quick,0,O
195,squirrel,10,squirrel
195,darted,0,O
195,across,0,O
195,the,0,O
195,lawn,0,O
196,A,0,O
196,clever,0,O
196,squirrel,10,squirrel
196,hid,0,O
196,behind,0,O
196,the,0,O
196,tree,0,O
197,squirrels,10,squirrel
197,often,0,O
197,leap,0,O
197,from,0,O
197,one,0,O
197,branch,0,O
197,to,0,O
197,another,0,O
198,The,0,O
198,little,0,O
198,squirrel,10,squirrel
198,nibbled,0,O
198,on,0,O
198,a,0,O
198,nut,0,O
199,A,0,O
199,bunch,0,O
199,of,0,O
199,squirrels,10,squirrel
199,gathered,0,O
199,in,0,O
199,the,0,O
199,park,0,O
200,The,0,O
200,graceful,0,O
200,butterfly,1,butterfly
200,danced,0,O
200,among,0,O
200,the,0,O
200,wildflowers,0,O
201,A,0,O
201,solitary,0,O
201,butterfly,1,butterfly
201,rested,0,O
201,on,0,O
201,a,0,O
201,dewy,0,O
201,petal,0,O
202,Bright,0,O
202,butterflies,1,butterfly
202,emerged,0,O
202,at,0,O
202,the,0,O
202,break,0,O
202,of,0,O
202,dawn,0,O
203,The,0,O
203,elegant,0,O
203,cat,2,cat
203,stretched,0,O
203,lazily,0,O
203,on,0,O
203,the,0,O
203,window,0,O
203,sill,0,O
204,Two,0,O
204,cats,2,cat
204,meowed,0,O
204,softly,0,O
204,in,0,O
204,the,0,O
204,quiet,0,O
204,night,0,O
205,The,0,O
205,stray,0,O
205,cat,2,cat
205,prowled,0,O
205,through,0,O
205,the,0,O
205,alley,0,O
206,A,0,O
206,kitten,2,cat
206,and,0,O
206,its,0,O
206,mother,0,O
206,cat,2,cat
206,enjoyed,0,O
206,the,0,O
206,afternoon,0,O
207,Curious,0,O
207,cats,2,cat
207,peeked,0,O
207,out,0,O
207,from,0,O
207,behind,0,O
207,the,0,O
207,curtains,0,O
208,The,0,O
208,lively,0,O
208,chicken,3,chicken
208,strutted,0,O
208,across,0,O
208,the,0,O
208,yard,0,O
209,Young,0,O
209,chickens,3,chicken
209,gathered,0,O
209,around,0,O
209,their,0,O
209,mother,0,O
210,The,0,O
210,old,0,O
210,chicken,3,chicken
210,clucked,0,O
210,quietly,0,O
210,in,0,O
210,the,0,O
210,coop,0,O
211,A,0,O
211,flock,0,O
211,of,0,O
211,chickens,3,chicken
211,roamed,0,O
211,freely,0,O
211,in,0,O
211,the,0,O
211,field,0,O
212,The,0,O
212,spotted,0,O
212,cow,4,cow
212,chewed,0,O
212,its,0,O
212,cud,0,O
212,calmly,0,O
213,Several,0,O
213,cows,4,cow
213,milled,0,O
213,about,0,O
213,near,0,O
213,the,0,O
213,barn,0,O
214,The,0,O
214,old,0,O
214,cow,4,cow
214,looked,0,O
214,tired,0,O
214,under,0,O
214,the,0,O
214,hot,0,O
214,sun,0,O
215,A,0,O
215,mother,0,O
215,cow,4,cow
215,nursed,0,O
215,her,0,O
215,calf,0,O
215,tenderly,0,O
216,The,0,O
216,loyal,0,O
216,dog,5,dog
216,ran,0,O
216,eagerly,0,O
216,after,0,O
216,the,0,O
216,ball,0,O
217,Friendly,0,O
217,dogs,5,dog
217,played,0,O
217,together,0,O
217,in,0,O
217,the,0,O
217,park,0,O
218,A,0,O
218,stray,0,O
218,dog,5,dog
218,barked,0,O
218,at,0,O
218,the,0,O
218,passing,0,O
218,car,0,O
219,The,0,O
219,small,0,O
219,dog,5,dog
219,chased,0,O
219,its,0,O
219,tail,0,O
219,happily,0,O
220,The,0,O
220,massive,0,O
220,elephant,6,elephant
220,trumpeted,0,O
220,loudly,0,O
220,in,0,O
220,the,0,O
220,jungle,0,O
221,An,0,O
221,ancient,0,O
221,elephant,6,elephant
221,roamed,0,O
221,the,0,O
221,vast,0,O
221,savannah,0,O
222,The,0,O
222,baby,0,O
222,elephant,6,elephant
222,splashed,0,O
222,in,0,O
222,the,0,O
222,water,0,O
222,happily,0,O
223,elephants,6,elephant
223,wandered,0,O
223,gracefully,0,O
223,by,0,O
223,the,0,O
223,river,0,O
224,The,0,O
224,wild,0,O
224,horse,7,horse
224,galloped,0,O
224,powerfully,0,O
224,across,0,O
224,the,0,O
224,plain,0,O
225,A,0,O
225,herd,0,O
225,of,0,O
225,horses,7,horse
225,trotted,0,O
225,slowly,0,O
225,along,0,O
225,the,0,O
225,trail,0,O
226,The,0,O
226,majestic,0,O
226,horse,7,horse
226,neighed,0,O
226,at,0,O
226,the,0,O
226,rising,0,O
226,sun,0,O
227,A,0,O
227,spirited,0,O
227,horse,7,horse
227,raced,0,O
227,down,0,O
227,the,0,O
227,track,0,O
228,The,0,O
228,gentle,0,O
228,sheep,8,sheep
228,huddled,0,O
228,together,0,O
228,in,0,O
228,the,0,O
228,cold,0,O
229,A,0,O
229,flock,0,O
229,of,0,O
229,sheep,8,sheep
229,grazed,0,O
229,on,0,O
229,the,0,O
229,green,0,O
229,hillside,0,O
230,The,0,O
230,woolly,0,O
230,sheep,8,sheep
230,bleated,0,O
230,softly,0,O
230,in,0,O
230,the,0,O
230,barn,0,O
231,Little,0,O
231,sheep,8,sheep
231,jumped,0,O
231,over,0,O
231,the,0,O
231,rustic,0,O
231,fence,0,O
232,The,0,O
232,clever,0,O
232,spider,9,spider
